ID,logFC,AveExpr,t,P.Value,adj.P.Value,B,label
ENSSSCG00000001398,1.928487353,1786.261792,9.262021693,2.00597E-20,6.08437E-19,30,yes
HPS3,-1.926454026,330.1918413,-5.959647471,2.52783E-09,4.74873E-08,30,yes
C2,1.924776607,211.2506398,5.378778164,7.4993E-08,1.27104E-06,30,yes
HIVEP2,1.92367384,2856.41377,6.041744807,1.52456E-09,2.91288E-08,30,yes
CARD6,1.922594048,1693.687026,7.161240471,7.99503E-13,1.80185E-11,30,yes
PPP2R2C,-1.920091204,467.6396854,-7.111666312,1.1465E-12,2.55228E-11,30,yes
TMEM45A,-1.919173597,598.0666191,-7.487704945,7.00884E-14,1.64583E-12,30,yes
CES3,-1.919034058,103.6289035,-4.043095698,5.27501E-05,0.000674265,30,yes
SLC7A1,1.917524533,2263.241695,6.188816264,6.06177E-10,1.17986E-08,30,yes
ETS1,1.916894393,8353.943017,10.08375017,6.51895E-24,2.25438E-22,30,yes
NDRG2,-1.91629544,650.6195718,-7.886892718,3.09804E-15,7.69698E-14,30,yes
JDP2,1.915928234,351.3635107,6.42480558,1.32038E-10,2.65884E-09,30,yes
SELENOS,1.915580445,1148.267906,7.791580539,6.61761E-15,1.62472E-13,30,yes
OTUD4,1.915517099,6767.880027,10.74922467,5.97618E-27,2.24825E-25,30,yes
TMEM268,1.914803918,481.2324665,6.831870068,8.38147E-12,1.80512E-10,30,yes
BBOX1,-1.913045624,99.15731129,-3.674626689,0.000238197,0.002833265,30,yes
PRKG1,1.913029391,343.9985289,6.11107627,9.89615E-10,1.90579E-08,30,yes
PXK,1.91272699,108.5626601,4.179665976,2.91938E-05,0.000383603,30,yes
KIAA1211L,-1.911874811,256.1321925,-5.461288878,4.7269E-08,8.15391E-07,30,yes
TMEM144,-1.910453457,138.5206054,-4.470429905,7.80625E-06,0.000109596,30,yes
HIC2,1.908562189,276.6245678,5.750167535,8.91551E-09,1.62658E-07,30,yes
WNT5A,1.906215614,746.1230882,5.986803316,2.14005E-09,4.05163E-08,30,yes
ONECUT2,1.905932468,841.389744,5.422358082,5.88179E-08,1.00745E-06,30,yes
HDAC6,1.905633507,1357.198635,8.797388432,1.40037E-18,3.92832E-17,30,yes
NCEH1,1.905558773,1502.24047,9.411850806,4.87476E-21,1.51326E-19,30,yes
GRAMD4,-1.901690445,80.81063084,-3.573166714,0.00035269,0.004088228,30,yes
FAM110C,-1.900050376,1425.749853,-8.213584961,2.14681E-16,5.53192E-15,30,yes
PLSCR4,1.899853143,274.7957699,5.734052437,9.8059E-09,1.78232E-07,30,yes
AP1S3,1.896210282,4425.475098,9.706972816,2.81576E-22,9.23301E-21,30,yes
DHCR24,-1.896102572,1210.341708,-7.108812634,1.17046E-12,2.60163E-11,30,yes
BNIP3,-1.894167761,4806.782016,-10.75908468,5.37009E-27,2.03073E-25,30,yes
CYP26A1,1.892662672,207.2726462,5.144371186,2.68418E-07,4.35664E-06,30,yes
NCOA3,1.889400137,3742.198353,6.390630552,1.65203E-10,3.30383E-09,30,yes
PM20D2,-1.889252547,1464.919604,-8.821406192,1.13031E-18,3.17687E-17,30,yes
AGL,-1.884344446,1073.360285,-8.554149089,1.18741E-17,3.23132E-16,30,yes
MORC4,-1.88285361,240.1978256,-5.247914061,1.53831E-07,2.54792E-06,30,yes
ENSSSCG00000017103,-1.880674074,528.4808868,-7.010250181,2.37892E-12,5.22394E-11,30,yes
BCL6,1.880630555,3646.318047,9.464244275,2.95691E-21,9.258E-20,30,yes
ENSSSCG00000007314,-1.878501889,836.633586,-6.570775097,5.0054E-11,1.03367E-09,30,yes
ENSSSCG00000039731,-1.876383872,565.9811477,-6.540094689,6.14799E-11,1.26783E-09,30,yes
MTFR1L,1.874286063,2971.716066,9.791181735,1.22852E-22,4.08355E-21,30,yes
SOWAHB,1.872317945,809.1077093,7.580397529,3.44498E-14,8.2222E-13,30,yes
FBXO46,1.869524453,225.1499188,4.646431917,3.37726E-06,4.92187E-05,30,yes
MAML2,1.868375519,1176.675483,5.848241835,4.96796E-09,9.21382E-08,30,yes
TRIQK,-1.866294873,861.5244484,-6.788389583,1.13392E-11,2.41709E-10,30,yes
BRCA1,1.865455777,4575.77914,8.937525977,3.9798E-19,1.14059E-17,30,yes
NOCT,1.864085216,3084.675272,8.219596699,2.04189E-16,5.28025E-15,30,yes
B3GNT5,1.862016235,4257.133324,8.263279412,1.41724E-16,3.68457E-15,30,yes
DPY19L3,-1.861899643,183.1068117,-4.887197035,1.02282E-06,1.58755E-05,30,yes
MYCBP2,1.861103773,2167.401617,7.939146019,2.03578E-15,5.08386E-14,30,yes
IFI30,1.860999842,722.3141115,7.6578234,1.89111E-14,4.56594E-13,30,yes
AGBL2,-1.860538878,173.2492381,-4.429011532,9.4666E-06,0.000131637,30,yes
MGST1,-1.859557477,453.5384594,-6.738588828,1.59932E-11,3.37947E-10,30,yes
EXT1,1.858314335,6949.633522,10.05718511,8.54054E-24,2.92569E-22,30,yes
MAPK14,1.858017958,2364.048967,8.691979292,3.56179E-18,9.85857E-17,30,yes
MXI1,-1.855306268,1778.498902,-8.867713602,7.46631E-19,2.11895E-17,30,yes
ZNF598,1.854536002,461.4313086,4.479917363,7.46719E-06,0.000105039,30,yes
MEIS1,-1.853888635,169.998317,-4.253483328,2.10471E-05,0.000279584,30,yes
ENSSSCG00000012238,-1.851833205,436.9541996,-6.51615599,7.2132E-11,1.47496E-09,30,yes
ANTXR1,1.848050146,995.6201084,6.718409809,1.83718E-11,3.87646E-10,30,yes
PARP8,1.839354767,1139.051186,8.470760031,2.43797E-17,6.54878E-16,30,yes
ENSSSCG00000017618,1.838922538,2025.177885,8.002032167,1.22382E-15,3.07732E-14,30,yes
STAMBPL1,-1.838025509,142.3994948,-4.028264607,5.61901E-05,0.000715568,30,yes
ADAMTSL5,-1.836684809,89.62702926,-3.390034432,0.000698838,0.007796467,30,yes
EVPL,-1.835492544,301.806211,-4.297316431,1.72878E-05,0.00023305,30,yes
AKR1D1,-1.833492435,190.7993679,-4.714169096,2.42699E-06,3.60557E-05,30,yes
GDF15,1.833140174,203.6291361,4.700957938,2.58944E-06,3.83126E-05,30,yes
ITGA3,1.831499126,5686.494748,7.803819027,6.00613E-15,1.47708E-13,30,yes
ACER2,1.829815988,263.6066416,5.57156006,2.52468E-08,4.4446E-07,30,yes
GPRASP2,-1.828593577,74.11361791,-3.148155541,0.001643042,0.017524582,30,yes
ENSSSCG00000001229,1.827859302,6287.711031,9.587460326,9.02798E-22,2.87611E-20,30,yes
GPBP1,1.827462252,5097.585539,9.446212081,3.51314E-21,1.09759E-19,30,yes
KIAA1161,-1.826421583,208.5218163,-4.923774678,8.48906E-07,1.32895E-05,30,yes
CPOX,-1.826062153,2944.589789,-7.146956639,8.87229E-13,1.99339E-11,30,yes
GADD45B,1.825441917,716.1802796,6.577118444,4.79653E-11,9.93352E-10,30,yes
CCNJ,1.824017643,479.0128855,4.58000995,4.64954E-06,6.64957E-05,30,yes
MAGED1,-1.820289292,1263.969089,-7.122678763,1.05849E-12,2.36722E-11,30,yes
ENSSSCG00000022912,1.819728867,720.7030679,6.664612971,2.65364E-11,5.55091E-10,30,yes
PFKFB3,1.817149791,4622.78501,7.760821842,8.43808E-15,2.06471E-13,30,yes
E2F3,1.814877632,1004.368218,7.533961415,4.92237E-14,1.16339E-12,30,yes
CCDC160,-1.814732931,94.77477138,-3.519094079,0.000433023,0.004948496,30,yes
PCDHA11,-1.813027796,169.463216,-4.361171888,1.29368E-05,0.000176685,30,yes
DRAM1,1.812997457,167.2354356,4.569925342,4.87898E-06,6.96403E-05,30,yes
USP15,1.812659027,4001.801677,8.506877775,1.7868E-17,4.82634E-16,30,yes
CCND3,1.812150416,716.9610239,6.87297061,6.28785E-12,1.36025E-10,30,yes
CEP44,1.811963003,455.386997,5.603709061,2.09813E-08,3.72975E-07,30,yes
LRWD1,1.811192449,461.2432921,5.502441553,3.74567E-08,6.53093E-07,30,yes
MAFF,1.811140609,765.8026184,6.032637058,1.61305E-09,3.07388E-08,30,yes
TNNI2,-1.809776138,115.4011865,-3.739500751,0.000184386,0.002222249,30,yes
N4BP1,1.808485602,4888.280208,9.878379378,5.16616E-23,1.72906E-21,30,yes
PRR5L,1.805759709,421.1912566,6.27240859,3.55505E-10,6.97547E-09,30,yes
MIOX,1.802416818,182.9712338,3.543490317,0.000394868,0.004548165,30,yes
PIGP,-1.801822901,133.0885881,-3.716203534,0.000202239,0.002423369,30,yes
CLCN5,-1.800994003,659.3408375,-6.847003643,7.54128E-12,1.62657E-10,30,yes
COG3,1.798667905,4299.02956,9.35475646,8.37925E-21,2.5737E-19,30,yes
ENSSSCG00000008965,1.79828611,1945.206183,7.732179469,1.05721E-14,2.57389E-13,30,yes
ABCA5,-1.791706898,395.3373181,-5.962998634,2.4765E-09,4.65832E-08,30,yes
CBLL1,1.789157929,2147.46849,6.502996824,7.87355E-11,1.60323E-09,30,yes
MYB,-1.788184739,208.7231841,-4.439856691,9.00188E-06,0.000125776,30,yes
RAB8B,1.787840362,2786.461983,7.910972252,2.55386E-15,6.36673E-14,30,yes
GPC1,-1.787799072,465.2425387,-5.574629923,2.48057E-08,4.37597E-07,30,yes
ENSSSCG00000036603,1.787592678,573.3581968,5.693104058,1.2475E-08,2.24782E-07,30,yes
SLC35F6,1.78721331,2809.848062,9.214489727,3.12762E-20,9.40807E-19,30,yes
CD109,-1.786417255,4707.563349,-8.521608768,1.57352E-17,4.26609E-16,30,yes
HOXA10,-1.786077116,576.4380749,-6.507889393,7.6214E-11,1.55406E-09,30,yes
ABTB2,1.784949548,2300.610665,6.916078521,4.64317E-12,1.01046E-10,30,yes
CAPSL,-1.784841989,78.29013655,-3.002597092,0.002676866,0.027698996,30,yes
ZBTB21,1.783774037,288.4172093,4.155916938,3.23986E-05,0.000424182,30,yes
TGFBR3,1.783210825,353.8711284,5.406821703,6.41529E-08,1.09496E-06,30,yes
APOH,1.782641433,252.1811714,5.130817324,2.88487E-07,4.66675E-06,30,yes
RICTOR,1.781554306,4608.972545,8.354020906,6.59777E-17,1.73701E-15,30,yes
PPP1R3E,-1.780594693,470.3184685,-6.176224361,6.56527E-10,1.27445E-08,30,yes
AMN1,-1.779735335,202.1863668,-4.686582147,2.77805E-06,4.09369E-05,30,yes
OSER1,1.778261986,2170.243439,7.639074374,2.18789E-14,5.26504E-13,30,yes
C1orf174,-1.778049344,186.2696658,-4.498881841,6.83118E-06,9.63713E-05,30,yes
TBCC,1.777913128,996.7783326,7.373944117,1.65653E-13,3.82815E-12,30,yes
CRABP2,-1.777593569,1326.510289,-7.508501441,5.9808E-14,1.41126E-12,30,yes
F2RL2,-1.775703578,127.5068497,-3.672401033,0.000240282,0.0028534,30,yes
SUOX,1.775501492,1793.431501,7.500327662,6.36585E-14,1.49726E-12,30,yes
MUM1L1,1.771391892,2234.353936,7.828360828,4.94272E-15,1.21968E-13,30,yes
ENSSSCG00000031465,-1.771033854,245.9761078,-4.65057939,3.31004E-06,4.82874E-05,30,yes
CHSY1,1.769273867,7027.894154,9.004933433,2.15797E-19,6.25853E-18,30,yes
OPTN,1.768630919,1273.420045,7.086941422,1.37108E-12,3.04293E-11,30,yes
KLHDC7A,-1.766433918,80.80964155,-3.110390564,0.001868401,0.019768933,30,yes
NDRG1,-1.764217673,10959.08024,-7.757752118,8.64479E-15,2.11174E-13,30,yes
GTPBP2,1.763156129,1993.134737,8.295013084,1.08573E-16,2.83283E-15,30,yes
OAF,1.76270039,103.2251683,3.49951647,0.000466103,0.005297417,30,yes
DGKA,1.760636018,1070.70022,7.401775885,1.34375E-13,3.11028E-12,30,yes
TOPORS,1.760507344,2509.305722,7.27839179,3.37823E-13,7.67296E-12,30,yes
SLC25A27,-1.759535408,326.6776128,-5.179422507,2.22574E-07,3.64505E-06,30,yes
PTPN23,1.759184678,1040.554974,5.240120576,1.60472E-07,2.64288E-06,30,yes
IL10RA,1.758199691,164.8626807,4.277771743,1.88773E-05,0.000253538,30,yes
ALG14,-1.757029314,249.6043423,-4.737828785,2.1602E-06,3.23231E-05,30,yes
DUSP5,1.756744405,7710.148547,9.590574081,8.75962E-22,2.79674E-20,30,yes
KRT8,-1.756395397,13215.05037,-9.161560511,5.11522E-20,1.52921E-18,30,yes
ENSSSCG00000010494,-1.755844953,1192.780434,-4.807428762,1.52884E-06,2.33316E-05,30,yes
RTN4RL1,-1.75450451,528.8585598,-5.963605716,2.46732E-09,4.64705E-08,30,yes
ZMAT3,1.751824053,6906.775058,7.543884861,4.56174E-14,1.08167E-12,30,yes
FAM131C,-1.750704994,317.8205852,-4.592677294,4.37595E-06,6.30163E-05,30,yes
ZBTB24,1.750665779,858.7324762,7.0248596,2.14282E-12,4.71258E-11,30,yes
ENSSSCG00000032157,-1.74970512,240.6759739,-4.771460777,1.82895E-06,2.7622E-05,30,yes
SLC12A2,-1.748999815,7891.995881,-8.049981408,8.28066E-16,2.09302E-14,30,yes
HYAL1,-1.746614226,392.5328907,-5.62360743,1.8701E-08,3.34072E-07,30,yes
LIX1L,1.746508144,1120.350541,6.245124786,4.23462E-10,8.28653E-09,30,yes
PSMA6,1.746127448,2391.336816,7.346974,2.02744E-13,4.65576E-12,30,yes
FBXL20,1.744254028,962.7017219,5.624063776,1.86517E-08,3.33599E-07,30,yes
B2M,1.743823244,12085.1808,7.579558524,3.46733E-14,8.262E-13,30,yes
NRP1,-1.74070806,105.3607315,-3.300604667,0.000964767,0.010624845,30,yes
SPATA6,-1.740661548,137.2715987,-3.724011604,0.000196082,0.002351529,30,yes
HDAC1,1.740198484,12002.96915,8.321649052,8.67478E-17,2.27151E-15,30,yes
PPP1R15A,1.738731834,3633.957073,7.986209828,1.39151E-15,3.49292E-14,30,yes
FAM98C,1.7346514,218.9975028,3.905459813,9.40464E-05,0.001173283,30,yes
ITGB6,1.733541656,1538.260121,6.416449241,1.39489E-10,2.80114E-09,30,yes
LRRC1,-1.733419213,132.39851,-3.57787636,0.000346397,0.004031333,30,yes
FADS6,-1.732679175,558.6694912,-6.108549816,1.0054E-09,1.93364E-08,30,yes
SLC25A21,-1.731832728,167.8818443,-4.067689153,4.74817E-05,0.000610137,30,yes
PDE2A,-1.73029727,309.4440625,-4.997977306,5.79348E-07,9.16818E-06,30,yes
INPP1,1.730137472,861.3183428,6.153639056,7.57249E-10,1.46606E-08,30,yes
TICAM1,1.729564362,486.0986093,5.077526854,3.82379E-07,6.14466E-06,30,yes
TRAFD1,1.725389585,2481.94097,7.627432977,2.39474E-14,5.75331E-13,30,yes
FJX1,1.724968149,522.8918578,4.730855375,2.23576E-06,3.34193E-05,30,yes
IQSEC2,1.724879519,94.97614972,2.806749802,0.005004409,0.049429577,30,yes
PDZD3,-1.724877931,822.0995342,-6.120303753,9.33971E-10,1.80102E-08,30,yes
ZFP36,1.723642884,674.40915,4.129345108,3.63798E-05,0.0004746,30,yes
GNA13,1.723495801,8934.703072,8.155423912,3.47957E-16,8.91885E-15,30,yes
ABHD18,-1.723083262,84.84435682,-2.948137246,0.003196951,0.032548538,30,yes
RNF114,1.722686928,7281.334153,8.415933857,3.89777E-17,1.03366E-15,30,yes
SCNN1G,1.719270464,316.7015018,4.587361361,4.48883E-06,6.45142E-05,30,yes
ENSSSCG00000024696,1.718790748,8668.994358,8.067618755,7.16825E-16,1.81816E-14,30,yes
HES6,-1.718245466,385.4839,-5.446538139,5.13596E-08,8.81774E-07,30,yes
CNTROB,-1.716709809,125.940858,-3.553314855,0.000380409,0.004392048,30,yes
AIFM1,1.716040957,821.2238688,6.010128576,1.85376E-09,3.51418E-08,30,yes
ENSSSCG00000038469,-1.715007264,665.557814,-5.956047577,2.58411E-09,4.84821E-08,30,yes
ZDHHC24,-1.714616508,474.3256031,-4.636148204,3.54962E-06,5.15243E-05,30,yes
TXNRD1,1.713560725,1463.917139,7.612524637,2.68793E-14,6.44705E-13,30,yes
GXYLT1,-1.70962266,3212.291682,-8.112238715,4.96955E-16,1.27156E-14,30,yes
PLLP,1.709279715,268.7714253,4.500880006,6.76727E-06,9.55623E-05,30,yes
SPON2,-1.707488758,255.2011502,-3.972715042,7.1058E-05,0.000894152,30,yes
STARD4,-1.707162103,602.8581196,-5.743779061,9.25866E-09,1.68707E-07,30,yes
TMEM184C,1.706037329,3091.195588,7.463943854,8.39704E-14,1.96232E-12,30,yes
PDHB,-1.705419699,991.0885748,-6.223590911,4.85903E-10,9.48293E-09,30,yes
RFESD,-1.704076204,123.088125,-3.498439654,0.000467989,0.005314084,30,yes
RAI14,1.700775102,4494.038667,7.054494531,1.73229E-12,3.82708E-11,30,yes
CHST2,1.697752832,166.8585236,3.788724301,0.000151423,0.001840205,30,yes
MED13,1.696531796,10466.91671,8.631976393,6.03008E-18,1.65645E-16,30,yes
ZYX,1.692674755,345.9549104,3.611061515,0.000304946,0.003568901,30,yes
PRKCD,1.691959871,1109.779529,5.801423799,6.57542E-09,1.21487E-07,30,yes
CDC42EP2,1.689861145,472.5396669,5.09177319,3.5473E-07,5.71929E-06,30,yes
LMAN2L,1.686835286,644.2697329,6.148797025,7.80728E-10,1.50951E-08,30,yes
BDH1,-1.6860934,251.6933064,-4.236502879,2.27028E-05,0.000300755,30,yes
RUNDC1,1.684913887,1226.104755,6.69224658,2.1977E-11,4.62375E-10,30,yes
C4orf46,-1.684258818,83.99005671,-2.863033324,0.004196064,0.041986598,30,yes
SCARA3,-1.683441955,115.704434,-3.214954941,0.00130465,0.0141538,30,yes
RNF169,1.683179167,3703.010022,7.297056291,2.94132E-13,6.70151E-12,30,yes
PDK3,-1.682658465,277.0075553,-4.327170242,1.51037E-05,0.000205126,30,yes
CDCP1,1.682569252,6358.919297,5.00542614,5.57386E-07,8.83023E-06,30,yes
HMGCS1,-1.682241217,6038.274658,-7.003330457,2.49948E-12,5.48042E-11,30,yes
CDR2L,-1.680498744,729.4116726,-6.284744159,3.28394E-10,6.47844E-09,30,yes
GRTP1,-1.680328218,147.7311051,-3.381248265,0.000721573,0.008037784,30,yes
CDKN1A,1.674734345,611.6775921,4.26795339,1.97275E-05,0.000263739,30,yes
SMAP2,1.674577582,3598.143014,4.827196679,1.38468E-06,2.11761E-05,30,yes
DDAH1,-1.67381844,401.877624,-4.039475869,5.35708E-05,0.000684155,30,yes
NIPSNAP3B,-1.673774006,1060.432886,-6.282910646,3.32292E-10,6.54647E-09,30,yes
EFHC1,-1.672991047,497.321703,-5.113227254,3.16701E-07,5.11181E-06,30,yes
SETDB2,1.672857018,835.6487893,6.372636358,1.85806E-10,3.70569E-09,30,yes
MEGF9,-1.672336958,592.0652275,-4.899560948,9.60511E-07,1.49402E-05,30,yes
QPCT,-1.672132399,935.5746745,-5.742491383,9.32936E-09,1.69783E-07,30,yes
ZNF281,1.671213452,2230.692873,7.482101576,7.31434E-14,1.71205E-12,30,yes
FAM114A1,-1.671063686,3781.684546,-6.500388977,8.01126E-11,1.62899E-09,30,yes
ENSSSCG00000004674,-1.669520816,273.5327146,-4.415320343,1.00861E-05,0.000139984,30,yes
OSMR,1.669341363,843.4971136,6.015816965,1.78982E-09,3.39739E-08,30,yes
TAPBPL,1.668373838,1529.918444,6.788595982,1.1323E-11,2.41709E-10,30,yes
ENSSSCG00000024045,-1.667688541,260.0989975,-3.51945961,0.000432427,0.004945564,30,yes
PISD,1.667444505,872.3090905,5.542102355,2.98862E-08,5.23601E-07,30,yes
ABHD4,-1.667056231,773.6127037,-6.03657721,1.57417E-09,3.00372E-08,30,yes
H2AFJ,-1.665180023,290.7446097,-4.347776719,1.37525E-05,0.000187298,30,yes
ACP6,-1.663284846,442.78879,-5.317971193,1.04931E-07,1.76001E-06,30,yes
EMP2,-1.663116945,1357.291418,-6.093020109,1.108E-09,2.12815E-08,30,yes
PPP1R9A,-1.66252346,1173.39512,-6.690891592,2.21815E-11,4.66003E-10,30,yes
VASH2,1.662394721,754.010638,5.851617028,4.86817E-09,9.04026E-08,30,yes
ABCC4,-1.662387508,1686.331671,-7.164221954,7.82296E-13,1.76581E-11,30,yes
RELB,1.659377184,400.280425,4.263855784,2.00929E-05,0.000268133,30,yes
ACAA2,-1.655828518,245.0355303,-3.864416745,0.000111355,0.001373913,30,yes
CREB5,1.653145002,312.8955679,3.310262095,0.000932086,0.01028049,30,yes
CTNNBIP1,-1.652705563,205.5896228,-3.851259279,0.000117512,0.001446202,30,yes
C21orf91,1.651169379,7553.06655,5.700421378,1.19512E-08,2.16414E-07,30,yes
CRYL1,-1.65025728,202.691267,-3.634759676,0.00027824,0.003267758,30,yes
BSPRY,1.648915482,1622.310292,6.817646628,9.25439E-12,1.98724E-10,30,yes
HOXD8,-1.648586232,1386.502349,-5.48119916,4.22453E-08,7.30462E-07,30,yes
IPO13,1.64785501,497.2028523,4.841930628,1.28584E-06,1.97682E-05,30,yes
ENSSSCG00000035397,1.646866486,2439.538912,6.527865944,6.67134E-11,1.368E-09,30,yes
FAM81A,-1.644515206,959.1229829,-5.417886792,6.03076E-08,1.03175E-06,30,yes
RALB,1.641673582,4442.615292,6.593310515,4.30126E-11,8.93324E-10,30,yes
KIAA0586,-1.640635476,279.6981552,-4.394714584,1.10918E-05,0.000152633,30,yes
ETV6,1.638184484,1919.726781,5.232260221,1.6745E-07,2.75469E-06,30,yes
KIAA1841,-1.637613808,649.8813252,-4.408104657,1.04279E-05,0.000144453,30,yes
ROS1,-1.636397036,388.4538552,-4.670393293,3.00624E-06,4.40763E-05,30,yes
SLC40A1,-1.63583465,4318.302429,-5.241254522,1.59489E-07,2.62966E-06,30,yes
CYP3A29,1.633569412,4478.781644,7.325202345,2.38539E-13,5.46051E-12,30,yes
CDKL2,-1.633318225,161.7311272,-3.495849814,0.000472555,0.005354025,30,yes
AMOTL1,-1.632550576,2198.693453,-5.860816804,4.60596E-09,8.57521E-08,30,yes
POR,1.630899732,308.8971636,3.235431136,0.001214592,0.013255804,30,yes
CBX4,1.630482939,894.319698,5.45881305,4.79328E-08,8.24886E-07,30,yes
RIPK2,1.625559229,1962.742395,6.61497235,3.71621E-11,7.72919E-10,30,yes
ETV5,1.625482424,476.7006827,5.136259663,2.8026E-07,4.54378E-06,30,yes
HILPDA,1.62220955,587.1691668,3.540186169,0.000399845,0.004598216,30,yes
ANKRD1,1.622119494,504.5887867,3.88694667,0.000101513,0.001259956,30,yes
NTS,-1.622053633,277.055825,-3.196492357,0.001391095,0.015002188,30,yes
ENSSSCG00000017446,-1.621526808,95.07373193,-2.803799458,0.005050431,0.049782818,30,yes
HOXB7,-1.621415581,564.2224503,-5.015735326,5.2831E-07,8.37872E-06,30,yes
PELO,1.620425126,3200.776437,6.323832803,2.55154E-10,5.06101E-09,30,yes
KIF5A,1.617434233,122.5312912,3.092398055,0.001985464,0.020948823,30,yes
NCK2,1.617310495,3800.10231,6.430926992,1.26828E-10,2.56101E-09,30,yes
IMPA1,1.615543272,3328.362336,5.761711689,8.32651E-09,1.52294E-07,30,yes
FGD6,1.613882042,2140.764336,5.982551417,2.19669E-09,4.15346E-08,30,yes
PGAP3,-1.612298492,153.6107016,-3.055379598,0.002247758,0.023458863,30,yes
ASB13,1.611472952,430.2257967,4.828692159,1.37433E-06,2.10398E-05,30,yes
UFSP2,-1.611277982,890.1484582,-5.622099005,1.88651E-08,3.3659E-07,30,yes
DPP3,1.61112245,1363.454649,6.430019421,1.27588E-10,2.57278E-09,30,yes
CYB5A,-1.610978532,1682.703631,-5.325324044,1.00773E-07,1.69418E-06,30,yes
PCDHAC2,-1.610702703,225.5153328,-3.855937666,0.000115287,0.001421221,30,yes
HIRA,1.610266497,1928.070353,6.514204372,7.30759E-11,1.49216E-09,30,yes
SCRN1,-1.60988317,410.97494,-4.027937322,5.62683E-05,0.000715568,30,yes
USP28,-1.608337238,426.1236912,-4.557132211,5.18568E-06,7.38731E-05,30,yes
C3orf38,1.607788548,10849.89809,6.780232047,1.19983E-11,2.55385E-10,30,yes
C5,1.604754646,193.5194024,3.558664102,0.000372746,0.00430699,30,yes
AATF,1.603817236,272.4331354,3.344573392,0.000824092,0.009137821,30,yes
FOLR2,-1.603083566,524.1247796,-4.124126438,3.72144E-05,0.00048462,30,yes
DNAJC13,1.602747227,2567.657499,6.831587039,8.39803E-12,1.80601E-10,30,yes
NXPH3,-1.60250223,171.8074549,-3.280179121,0.001037412,0.011399005,30,yes
MISP,1.599523365,641.8497962,4.616277257,3.90685E-06,5.64844E-05,30,yes
RASSF1,1.596473848,2092.192062,6.257822526,3.9039E-10,7.64964E-09,30,yes
ACADSB,-1.593597583,530.1443988,-4.296660562,1.7339E-05,0.000233524,30,yes
FMO4,1.593348439,359.6428758,4.39300974,1.11792E-05,0.00015369,30,yes
ATP13A3,1.591169999,6742.516204,6.584766434,4.55601E-11,9.44885E-10,30,yes
GGA2,-1.588378912,727.3065445,-4.776575901,1.78305E-06,2.69569E-05,30,yes
EPB41L5,-1.587902209,657.1780642,-5.305065477,1.12633E-07,1.88268E-06,30,yes
CLP1,1.58748172,1204.095495,5.055022379,4.3034E-07,6.86235E-06,30,yes
XXYLT1,-1.58693808,364.2072201,-4.071745238,4.66622E-05,0.000600668,30,yes
STAT5A,1.583828596,461.1621457,4.284071601,1.83504E-05,0.000246688,30,yes
ADORA1,-1.583333765,257.1785708,-3.737548584,0.000185823,0.002237717,30,yes
CYP39A1,-1.583003184,392.3851888,-3.675557362,0.000237331,0.002827576,30,yes
MALL,-1.580284598,345.3202425,-4.142893366,3.42951E-05,0.00044861,30,yes
ENSSSCG00000000608,1.579854419,889.7047805,4.912233817,9.00446E-07,1.40661E-05,30,yes
ENSSSCG00000010706,1.579382425,433.1333754,3.009617069,0.002615773,0.027105361,30,yes
RAB15,-1.579213256,175.0433182,-3.374396537,0.000739777,0.008221692,30,yes
ITGA2,1.573057719,1563.941686,3.707114638,0.000209634,0.002505798,30,yes
FMNL3,1.572438406,193.6765306,3.20024254,0.00137312,0.014819312,30,yes
SLC25A12,1.572342199,806.0322936,4.717579519,2.38667E-06,3.5602E-05,30,yes
RALGDS,1.571990506,632.2693638,4.512835197,6.39667E-06,9.06808E-05,30,yes
MYO7B,-1.569589022,875.2440255,-4.072662292,4.64788E-05,0.000598836,30,yes
NFAT5,1.568439517,724.6106845,3.471606366,0.000517354,0.005847952,30,yes
SLC44A3,-1.567583004,390.9376441,-4.400523062,1.0799E-05,0.000149027,30,yes
PROSER2,-1.567317469,465.5967864,-4.495984264,6.92489E-06,9.75043E-05,30,yes
GRIPAP1,1.56608573,221.5389008,3.651692784,0.000260517,0.003068668,30,yes
MFSD12,1.565310478,3473.087828,6.167923644,6.91925E-10,1.34138E-08,30,yes
HMGN3,-1.565232598,976.6986079,-4.807098161,1.53137E-06,2.33457E-05,30,yes
TRIM77,1.559214083,659.6375487,4.596019345,4.30639E-06,6.20759E-05,30,yes
SIGLEC1,1.558561209,324.8862876,3.498262892,0.000468299,0.005314084,30,yes
TAPT1,1.558355846,856.3209277,5.356890523,8.46664E-08,1.43332E-06,30,yes
CTSS,1.557663496,2522.098258,5.071175025,3.95367E-07,6.34636E-06,30,yes
PLEKHA7,1.557652099,1671.100227,4.833261235,1.34314E-06,2.0584E-05,30,yes
EPHA1,1.556984256,2523.905172,6.03058038,1.63372E-09,3.10919E-08,30,yes
ASNS,1.556789188,4207.675243,5.381838213,7.3729E-08,1.25253E-06,30,yes
RNF43,-1.556408276,274.7933543,-3.75694017,0.000172004,0.002079901,30,yes
MGAM2,1.553918552,147.08135,2.850129361,0.004370145,0.043578728,30,yes
NPNT,-1.553500825,2457.146035,-3.873054567,0.00010748,0.00133061,30,yes
ENSSSCG00000031142,-1.552397931,291.5489252,-3.787106883,0.000152412,0.001850149,30,yes
GORAB,1.551729206,1003.067557,5.068944042,4.00029E-07,6.40706E-06,30,yes
